32,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Franklin_D._Roosevelt_-_NARA_-_535943.jpg/330px-Franklin_D._Roosevelt_-_NARA_-_535943.jpg
33,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Harry_S._Truman_-_NARA_-_530677.tif/lossy-page1-330px-Harry_S._Truman_-_NARA_-_530677.tif.jpg
34,https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/President_Eisenhower_Portrait_1959.tif/lossy-page1-330px-President_Eisenhower_Portrait_1959.tif.jpg
35,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/John_F._Kennedy%2C_White_House_color_photo_portrait.jpg/330px-John_F._Kennedy%2C_White_House_color_photo_portrait.jpg
36,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Lyndon_B._Johnson_Oval_Office_Portrait.tif/lossy-page1-330px-Lyndon_B._Johnson_Oval_Office_Portrait.tif.jpg
37,https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Richard_M._Nixon%2C_ca._1935_-_1982_-_NARA_-_530679.tif/lossy-page1-330px-Richard_M._Nixon%2C_ca._1935_-_1982_-_NARA_-_530679.tif.jpg
38,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Gerald_Ford_-_NARA_-_530680.tif/lossy-page1-330px-Gerald_Ford_-_NARA_-_530680.tif.jpg
39,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/JimmyCarterPortrait2.jpg/330px-JimmyCarterPortrait2.jpg
40,https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Official_Portrait_of_President_Reagan_1981.jpg/329px-Official_Portrait_of_President_Reagan_1981.jpg
41,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/George_H._W._Bush%2C_President_of_the_United_States%2C_1989_official_portrait.jpg/330px-George_H._W._Bush%2C_President_of_the_United_States%2C_1989_official_portrait.jpg
42,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Bill_Clinton.jpg/330px-Bill_Clinton.jpg
43,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/George-W-Bush.jpeg/330px-George-W-Bush.jpeg
44,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/President_Barack_Obama.jpg/330px-President_Barack_Obama.jpg
